trade_date,market,list_kind,rank,code,name,themes,score,stock_score,price,buy_open,change_pct,from_high_pct,judged_from_high_pct,bucket_label,wait_days,hold_days,together_count,recent_gain_pct,state,origin,theme_place,saved_at,schema
2026-08-27,KR,pullback,1,086790,하나금융지주,토스(toss) · 밸류업(24년 기업가치 제고계획 발표) · 코리아 밸류업 지수(Korea Value-up Index) · STO(토큰증권 발행) · 지주사 · 은행,81.0,,133300.0,,0.07507507507507061,-6.4561403508771935,,,28.0,,,,눌림목 대기,토스(toss),,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,1,012450,한화에어로스페이스,우주항공산업(누리호/인공위성 등) · 항공기부품 · 지능형로봇/인공지능(AI) · 방위산업/전쟁 및 테러 · 드론(Drone) · 코리아 밸류업 지수(Korea Value-up Index) · 냉각시스템(액침냉각 등) · 밸류업(25년 기업가치 제고계획 발표),45.1,45.1,1108000.0,,1.931922723091084,-33.051359516616316,-47.73413897280967,고점 대비 -40~-60%,120.0,20.0,6.0,0.9107468123861651,눌림목 대기,우주항공산업(누리호/인공위성 등),,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,2,032830,삼성생명,생명보험 · S7(삼성전자/SK하이닉스 등),37.4,37.4,303500.0,,-1.9386106623586419,-41.23910939012585,-48.88673765730881,고점 대비 -40~-60%,47.0,20.0,3.0,4.835924006908465,눌림목 대기,생명보험,,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,3,034020,두산에너빌리티,항공기부품 · 수자원(양적/질적 개선) · 원자력발전소 해체 · 셰일가스(Shale Gas) · 핵융합에너지 · 원자력발전 · 풍력에너지 · 전력설비,55.7,55.7,85000.0,,-0.9324009324009341,-38.93678160919541,-56.75287356321839,고점 대비 -40~-60%,76.0,20.0,8.0,9.114249037227218,제외,항공기부품,,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,4,000720,현대건설,전후 재건(우크라/중동 전쟁 등) · GTX(수도권 광역급행철도) · UAM(도심항공모빌리티) · 원자력발전소 해체 · 테마파크 · 남북경협 · 원자력발전 · 풍력에너지 · 밸류업(25년 기업가치 제고계획 발표) · 건설 대표주,56.9,56.9,130600.0,,0.15337423312884457,-34.173387096774185,-58.820564516129025,고점 대비 -40~-60%,95.0,20.0,8.0,16.295636687444336,제외,전후 재건(우크라/중동 전쟁 등),,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,5,028260,삼성물산,패션/의류 · 전후 재건(우크라/중동 전쟁 등) · 종합상사 · 자원개발 · 태양광에너지 · 모듈러주택 · 지주사 · 건설 대표주 · S7(삼성전자/SK하이닉스 등),51.7,51.7,381500.0,,-1.5483870967741953,-32.47787610619469,-47.96460176991151,고점 대비 -40~-60%,58.0,20.0,8.0,10.74020319303337,제외,패션/의류,,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,6,006400,삼성SDI,2차전지(전고체) · 전기차 · 리비안(RIVIAN) · 아이폰 · 2차전지(생산) · 전력저장장치(ESS) · IT 대표주 · 2차전지(나트륨이온) · 2차전지 · 스마트폰,63.6,63.6,546000.0,,5.813953488372103,-24.481327800829877,-50.4149377593361,고점 대비 -40~-60%,79.0,20.0,6.0,18.82480957562569,제외,2차전지(전고체),,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,7,012330,현대모비스,전기차 · 피지컬 AI/휴머노이드 로봇 · 자동차 대표주 · 밸류업(24년 기업가치 제고계획 발표) · 코리아 밸류업 지수(Korea Value-up Index) · 스마트카(SMART CAR) · 자율주행차 · 자동차부품 · 음성인식,40.0,40.0,452000.0,,-2.5862068965517238,-45.01216545012166,-45.86374695863748,고점 대비 -40~-60%,60.0,20.0,7.0,-8.779011099899092,제외,전기차,,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,8,015760,한국전력,셰일가스(Shale Gas) · 우주태양광(페로브스카이트 등) · 남북경협 · 태양광에너지 · 원자력발전 · LNG(액화천연가스) · 풍력에너지 · 환율하락 수혜 · 전력설비,60.0,60.0,33700.0,,-3.1609195402298895,-51.510791366906474,-52.44604316546763,고점 대비 -40~-60%,146.0,20.0,8.0,-4.261363636363635,눌림목 대기,셰일가스(Shale Gas),,2026-08-27T09:57:15+09:00,3
2026-08-27,KR,crash,9,000270,기아,전기차 · 피지컬 AI/휴머노이드 로봇 · 자동차 대표주 · 방위산업/전쟁 및 테러 · 밸류업(24년 기업가치 제고계획 발표) · 코리아 밸류업 지수(Korea Value-up Index) · 자율주행차 · 수소에너지(수소차/연료전지 등) · 전기차(충전소/충전기),51.5,51.5,129200.0,,-1.6742770167427756,-39.2,-43.152941176470584,고점 대비 -40~-60%,122.0,20.0,7.0,-3.797468354430378,제외,전기차,,2026-08-27T09:57:15+09:00,3
