trade_date,market,list_kind,rank,code,name,themes,score,stock_score,price,buy_open,change_pct,from_high_pct,judged_from_high_pct,bucket_label,wait_days,hold_days,together_count,recent_gain_pct,state,origin,theme_place,saved_at,schema
2026-09-14,US,theme15,1.0,GEN,GEN,사이버보안,98.2,99.7,31.40999984741211,30.899999618530273,3.8003952737338365,-0.7582931248367175,,,,,,,관찰,사이버보안,1.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,2.0,CRWD,CrowdStrike,사이버보안,98.0,99.3,235.3800048828125,232.77200317382812,13.853148219344247,-1.6668715025964898,,,,,,,돌파 확인,사이버보안,1.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,3.0,OKTA,OKTA,사이버보안,98.0,99.3,186.4499969482422,183.10000610351562,11.981980149094419,-1.702818356442215,,,,,,,돌파 확인,사이버보안,1.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,1.0,NET,NET,클라우드·SaaS,96.2,99.5,330.3599853515625,322.1199951171875,7.7741123763300335,-1.2627601988784654,,,,,,,추격 금지,클라우드·SaaS,2.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,2.0,CRM,CRM,클라우드·SaaS,94.1,95.9,259.42999267578125,256.8900146484375,4.727107781920781,-3.2951864539123354,,,,,,,관찰,클라우드·SaaS,2.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,3.0,SNOW,SNOW,클라우드·SaaS,93.3,94.6,332.3500061035156,324.8900146484375,1.021312492439952,-13.57655288811549,,,,,,,눌림목 대기,클라우드·SaaS,2.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,1.0,ILMN,ILMN,바이오,90.2,95.9,208.2100067138672,208.9499969482422,0.8525114030717207,-10.180747635252995,,,,,,,눌림목 대기,바이오,3.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,2.0,MRNA,MRNA,바이오,88.6,93.2,146.69000244140625,146.0,1.88928332127567,-16.964791463508377,,,,,,,관찰,바이오,3.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,3.0,REGN,REGN,바이오,73.8,68.6,793.739990234375,788.530029296875,1.5675184779175622,-7.633769470874063,,,,,,,눌림목 대기,바이오,3.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,1.0,DELL,Dell,AI·데이터센터,89.0,97.6,534.280029296875,541.5499877929688,-5.8188845227365675,-5.895195192095992,,,,,,,관찰,AI·데이터센터,4.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,2.0,MSFT,Microsoft,AI·데이터센터,86.2,92.9,505.4100036621094,500.00201416015625,1.9732459058061425,-7.973635847299687,,,,,,,눌림목 대기,AI·데이터센터,4.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,3.0,HPE,HPE,AI·데이터센터,82.4,86.6,55.40999984741211,55.744998931884766,-10.75857672533338,-13.506438391769093,,,,,,,눌림목 대기,AI·데이터센터,4.0,2026-09-15T08:56:43+09:00,3.0
2026-09-14,US,theme15,1.0,MPC,MPC,석유·가스,89.7,98.7,396.45001220703125,397.69000244140625,0.13134128276961476,-3.1868102058531744,,,,,,,관찰,석유·가스,5.0,2026-09-15T08:56:43+09:00,3.0
