trade_date,market,list_kind,rank,code,name,themes,score,stock_score,price,buy_open,change_pct,from_high_pct,judged_from_high_pct,bucket_label,wait_days,hold_days,together_count,recent_gain_pct,state,origin,theme_place,saved_at,schema
2026-09-17,US,theme15,1,OKTA,OKTA,사이버보안,96.2,99.5,190.02000427246094,,1.0099985140281653,-1.3165009995812715,,,,,,,관찰,사이버보안,1.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,2,CRWD,CrowdStrike,사이버보안,96.1,99.3,245.6999969482422,,1.7981423296799859,-1.845641674975118,,,,,,,추격 금지,사이버보안,1.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,3,GEN,GEN,사이버보안,95.4,98.2,30.209999084472656,,-1.4355645661789929,-4.549764775398401,,,,,,,눌림목 대기,사이버보안,1.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,1,NET,NET,클라우드·SaaS,95.4,99.6,333.94000244140625,,2.8615458862087717,-0.8785964703779792,,,,,,,관찰,클라우드·SaaS,2.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,2,SNOW,SNOW,클라우드·SaaS,92.7,95.2,338.3900146484375,,2.226459391991953,-12.005924485976083,,,,,,,눌림목 대기,클라우드·SaaS,2.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,3,MSFT,Microsoft,클라우드·SaaS,92.2,94.3,497.75,,1.5194803982285787,-9.368389178877134,,,,,,,눌림목 대기,클라우드·SaaS,2.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,1,ILMN,ILMN,바이오,93.9,99.7,245.17999267578125,,7.098239863666023,-0.6402990218136506,,,,,,,추격 금지,바이오,3.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,2,MRNA,MRNA,바이오,91.6,95.8,158.07000732421875,,8.549658442861595,-10.523036314120638,,,,,,,추격 금지,바이오,3.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,3,GILD,GILD,바이오,75.8,69.6,150.88999938964844,,2.1736232889139506,-2.3431126017051773,,,,,,,눌림목 대기,바이오,3.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,1,ILMN,ILMN,유전체·정밀의료,93.5,99.7,245.17999267578125,,7.098239863666023,-0.6402990218136506,,,,,,,추격 금지,유전체·정밀의료,4.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,2,TWST,TWST,유전체·정밀의료,92.5,98.0,155.55999755859375,,8.729985038772492,-4.9696138560369025,,,,,,,추격 금지,유전체·정밀의료,4.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,3,TEM,TEM,유전체·정밀의료,88.2,90.8,80.36000061035156,,14.84921996338937,-22.967790600618088,,,,,,,추격 금지,유전체·정밀의료,4.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,1,DELL,Dell,AI·데이터센터,91.8,99.6,588.4000244140625,,4.457747761580055,-0.9394080232294932,,,,,,,추격 금지,AI·데이터센터,5.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,2,HPE,HPE,AI·데이터센터,90.9,98.1,61.040000915527344,,7.692308727728481,-4.718153865863717,,,,,,,관찰,AI·데이터센터,5.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,theme15,3,ANET,Arista Networks,AI·데이터센터,89.8,96.2,199.52999877929688,,1.0073937231948715,-7.147843386839092,,,,,,,눌림목 대기,AI·데이터센터,5.0,2026-09-18T08:36:36+09:00,3
2026-09-17,US,breakout,1,GEN,GEN,사이버보안,80.0,,30.209999084472656,,-1.4355645661789929,-3.8204417981,,,3.0,,,,정식 후보,,,2026-09-18T08:36:36+09:00,3
2026-09-17,US,crash,1,CRSP,CRSP,바이오 · 유전체·정밀의료,80.0,,57.32500076293945,,9.796977146448583,-26.955914486623335,-26.955914486623335,고점 대비 -20~-30%,236.0,,3.0,0.8887734439062989,,,,2026-09-18T08:36:36+09:00,3
2026-09-17,US,crash,2,NOW,NOW,클라우드·SaaS,70.0,,138.47000122070312,,-0.9655314209683796,-28.88982329202152,-28.88982329202152,고점 대비 -20~-30%,246.0,,0.0,-3.1000649860001395,,,,2026-09-18T08:36:36+09:00,3
