offset,day,method,hold,cost,tickers,exposure,return_pct
0,2018-03-02,momentum,1,1.0,XYZ NVDA SEDG ANET STLA,0.5,1.2662609986568318
0,2018-04-03,momentum,1,1.0,SEDG XYZ FSLR CRSP NVDA,0.5,1.8422136448778437
0,2018-05-02,momentum,1,1.0,SEDG CRSP XYZ FSLR NVDA,0.5,-0.07709536478791579
0,2018-06-01,momentum,1,1.0,CRSP SEDG XYZ STLA NFLX,0.5,-0.2605205922185827
0,2018-07-02,momentum,1,1.0,ENPH CRSP SEDG XYZ OKTA,0.5,-1.0410999569749446
0,2018-08-01,momentum,1,1.0,ENPH CRSP XYZ OKTA NFLX,0.5,1.9330615847854338
0,2018-08-30,momentum,1,1.0,XYZ CRSP RUN OKTA NFLX,0.5,0.22389164441400933
0,2018-10-01,momentum,1,1.0,XYZ FTNT OKTA AMZN NFLX,0.5,-1.414179832505269
0,2018-10-30,momentum,1,1.0,,0.0,0.0
0,2018-11-29,momentum,1,1.0,,0.0,0.0
0,2019-01-02,momentum,1,1.0,,0.0,0.0
0,2019-02-01,momentum,1,1.0,,0.0,0.0
0,2019-03-05,momentum,1,1.0,MDB OKTA AMD RUN LLY,0.5,-1.800806161707491
0,2019-04-03,momentum,1,1.0,AMD MDB ZS OKTA IRDM,0.5,-2.079373931976025
0,2019-05-03,momentum,1,1.0,MDB AMD ZS IRDM ENPH,0.5,1.4361157063703223
0,2019-06-04,momentum,1,1.0,MDB ENPH ZS AMD OKTA,0.5,0.17782581509322437
0,2019-07-03,momentum,1,1.0,MDB ENPH OKTA KTOS AMD,0.5,0.5235536560229903
0,2019-08-02,momentum,1,1.0,ENPH MDB OKTA ZS KTOS,0.5,-1.4412812972393496
0,2019-09-03,momentum,1,1.0,ENPH OKTA MDB ZS SBUX,0.5,0.3221925810379167
0,2019-10-02,momentum,1,1.0,ENPH SEDG OKTA SBUX KLAC,0.5,0.6794865604496048
0,2019-10-31,momentum,1,1.0,ENPH SEDG OKTA KLAC TER,0.5,-0.6446996693410534
0,2019-12-02,momentum,1,1.0,ENPH SEDG LRCX KLAC OKTA,0.5,1.3727985969626655
0,2020-01-02,momentum,1,1.0,ENPH CRSP SEDG AMD TER,0.5,0.20171262251007516
0,2020-02-03,momentum,1,1.0,ENPH SEDG AMD TER CRSP,0.5,1.1193982923217272
0,2020-03-04,momentum,1,1.0,ENPH TSLA SEDG AMD LRCX,0.5,0.7008700878236906
0,2020-04-02,momentum,1,1.0,,0.0,0.0
0,2020-05-04,momentum,1,1.0,ENPH TSLA SEDG AMD REGN,0.5,-1.6075181019934992
0,2020-06-03,momentum,1,1.0,TSLA ENPH MRNA NVDA SEDG,0.5,-1.654057347929927
0,2020-07-02,momentum,1,1.0,MRNA TSLA ENPH SEDG NVDA,0.5,0.7258205799813844
0,2020-08-03,momentum,1,1.0,TSLA MRNA NVDA SEDG REGN,0.5,-0.0083892263338603
0,2020-09-01,momentum,1,1.0,TSLA MRNA RUN NVDA AMD,0.5,-1.8045913781834289
0,2020-10-01,momentum,1,1.0,TSLA MRNA RUN ENPH ZS,0.5,-0.046719050557331165
0,2020-10-30,momentum,1,1.0,TSLA RUN ENPH MRNA ZS,0.5,0.077612910045044
0,2020-12-01,momentum,1,1.0,TSLA ENPH RUN MRNA TWST,0.5,0.13111755849828377
0,2020-12-31,momentum,1,1.0,MRNA TSLA TWST RUN ENPH,0.5,-0.8018139442185435
0,2021-02-02,momentum,1,1.0,TWST PACB ENPH MRNA TSLA,0.5,-0.8540886447914509
0,2021-03-04,momentum,1,1.0,PACB TWST TSLA MRNA MSTR,0.5,-1.6817141912450984
0,2021-04-05,momentum,1,1.0,PACB TSLA MSTR FCX ENPH,0.5,-0.42074815470178883
0,2021-05-04,momentum,1,1.0,PACB MSTR NTLA BEAM TSLA,0.5,-1.3647413871987202
0,2021-06-03,momentum,1,1.0,PACB MSTR FCX UUUU NTLA,0.5,-0.31443471273855383
0,2021-07-02,momentum,1,1.0,PACB UUUU MSTR FCX MRNA,0.5,-1.5828603868794366
0,2021-08-03,momentum,1,1.0,PACB NTLA BEAM MSTR MP,0.5,1.5439658383694876
0,2021-09-01,momentum,1,1.0,NTLA MRNA PACB MSTR BEAM,0.5,-0.33748980225377645
0,2021-10-01,momentum,1,1.0,NTLA MRNA UUUU NET ALB,0.5,-0.49969563436742526
0,2021-11-01,momentum,1,1.0,NTLA MRNA UUUU MSTR UEC,0.5,0.5734697285424861
0,2021-12-01,momentum,1,1.0,UUUU UEC NET FTNT CCJ,0.5,0.9774879967683336
0,2021-12-31,momentum,1,1.0,NVDA F NET FTNT UEC,0.5,-0.93757441797514
0,2022-02-01,momentum,1,1.0,FTNT NUE NVDA F EOG,0.5,-0.2273894155177314
0,2022-03-03,momentum,1,1.0,,0.0,0.0
0,2022-04-01,momentum,1,1.0,,0.0,0.0
0,2022-05-03,momentum,1,1.0,,0.0,0.0
0,2022-06-02,momentum,1,1.0,,0.0,0.0
0,2022-07-05,momentum,1,1.0,,0.0,0.0
0,2022-08-03,momentum,1,1.0,,0.0,0.0
0,2022-09-01,momentum,1,1.0,,0.0,0.0
0,2022-10-03,momentum,1,1.0,,0.0,0.0
0,2022-11-01,momentum,1,1.0,,0.0,0.0
0,2022-12-01,momentum,1,1.0,,0.0,0.0
0,2023-01-03,momentum,1,1.0,,0.0,0.0
0,2023-02-02,momentum,1,1.0,FSLR CEG MPC IRDM LLY,0.5,-0.5426302947751704
0,2023-03-06,momentum,1,1.0,FSLR CEG VLO MPC ALB,0.5,-1.025941205550196
0,2023-04-04,momentum,1,1.0,FSLR MPC IRDM VLO XOM,0.5,0.4342919813060009
0,2023-05-04,momentum,1,1.0,FSLR NFLX IRDM PACB ANET,0.5,-0.03179435045307377
0,2023-06-05,momentum,1,1.0,FSLR PACB IRDM BIIB NFLX,0.5,-0.3602600359939645
0,2023-07-06,momentum,1,1.0,FSLR NVDA PACB SYM VRT,0.5,-0.33453811236315856
0,2023-08-04,momentum,1,1.0,SYM PACB IONQ NVDA VRT,0.5,-1.7028857784502693
0,2023-09-05,momentum,1,1.0,SYM NVDA VRT IONQ PLTR,0.5,-0.6794097175035874
0,2023-10-04,momentum,1,1.0,NVDA IONQ VRT SYM META,0.5,0.016754213026981546
0,2023-11-02,momentum,1,1.0,NVDA META SYM IONQ VRT,0.5,-0.46668279252853884
0,2023-12-04,momentum,1,1.0,SYM VRT META NVDA PLTR,0.5,-0.40955407435686597
0,2024-01-04,momentum,1,1.0,SYM COIN IONQ MSTR VRT,0.5,-0.9213289178671702
0,2024-02-05,momentum,1,1.0,VRT SYM MSTR NVDA CRWD,0.5,-1.957423518837309
0,2024-03-06,momentum,1,1.0,VRT NVDA META CRWD DELL,0.5,0.005029943640555423
0,2024-04-05,momentum,1,1.0,VRT MSTR COIN NVDA PLTR,0.5,-1.2428991153785263
0,2024-05-06,momentum,1,1.0,VRT COIN MSTR VST NVDA,0.5,-1.5054294103969523
0,2024-06-05,momentum,1,1.0,VRT MSTR COIN VST DELL,0.5,-1.9998901645147615
0,2024-07-08,momentum,1,1.0,MSTR VRT VST COIN NVDA,0.5,-0.7496027282958617
0,2024-08-06,momentum,1,1.0,MSTR VST NVDA ASTS COIN,0.5,-3.73545861266692
0,2024-09-05,momentum,1,1.0,ASTS MSTR VST NVDA TWST,0.5,-3.6334400835605574
0,2024-10-04,momentum,1,1.0,ASTS MSTR VST NVDA TWST,0.5,-0.9215735659793056
0,2024-11-04,momentum,1,1.0,ASTS VST MSTR SMR NVDA,0.5,0.07440382542831525
0,2024-12-04,momentum,1,1.0,SMR ASTS MSTR VST NVDA,0.5,-1.7578157750718582
0,2025-01-06,momentum,1,1.0,SMR MSTR LUNR ASTS PLTR,0.5,-4.035180058929832
0,2025-02-06,momentum,1,1.0,RGTI QBTS ASTS SMR MSTR,0.5,-1.1522365424980419
0,2025-03-10,momentum,1,1.0,,0.0,0.0
0,2025-04-08,momentum,1,1.0,,0.0,0.0
0,2025-05-08,momentum,1,1.0,,0.0,0.0
0,2025-06-09,momentum,1,1.0,RGTI QBTS RKLB PLTR IONQ,0.5,-2.225191921053171
0,2025-07-10,momentum,1,1.0,QBTS RGTI OKLO RKLB IONQ,0.5,-2.1093369375266513
0,2025-08-08,momentum,1,1.0,QBTS RGTI RKLB OKLO IONQ,0.5,0.5413810511658568
0,2025-09-09,momentum,1,1.0,RGTI QBTS OKLO RKLB PLTR,0.5,-1.1740653161236403
0,2025-10-08,momentum,1,1.0,RGTI QBTS OKLO HOOD RKLB,0.5,0.7076468807502012
0,2025-11-06,momentum,1,1.0,RGTI QBTS PL OKLO HOOD,0.5,2.8883796836083775
0,2025-12-08,momentum,1,1.0,RGTI QBTS OKLO LEU QS,0.5,0.16121466665430795
0,2026-01-08,momentum,1,1.0,OKLO LEU HOOD ASTS MP,0.5,-0.5599112352746904
0,2026-02-09,momentum,1,1.0,UUUU PL LEU MU ASTS,0.5,-2.289708236973542
0,2026-03-11,momentum,1,1.0,PL UUUU RKLB MU UEC,0.5,-1.278631276747444
0,2026-04-10,momentum,1,1.0,PL MU UUUU TER ASTS,0.5,1.1484395258100522
0,2026-05-11,momentum,1,1.0,PL MU TER UUUU ASTS,0.5,-0.7211333497929462
0,2026-06-10,momentum,1,1.0,MU PL TER RKLB AMD,0.5,3.3109113158633408
0,2026-07-13,momentum,1,1.0,MU PL TER LRCX AMD,0.5,-1.6383998273027944
0,2016-06-30,qqq,1,1.0,QQQ,0.5,-0.22579725842103437
0,2016-08-01,qqq,1,1.0,QQQ,0.5,-0.8013658259379053
0,2016-08-30,qqq,1,1.0,QQQ,0.5,-0.47198909924625054
0,2016-09-29,qqq,1,1.0,QQQ,0.5,-0.2586939660455645
0,2016-10-28,qqq,1,1.0,QQQ,0.5,-0.7249555492046644
0,2016-11-29,qqq,1,1.0,QQQ,0.5,-1.15843087227826
0,2016-12-29,qqq,1,1.0,QQQ,0.5,-1.100093603800345
0,2017-01-31,qqq,1,1.0,QQQ,0.5,-0.5054031002163617
0,2017-03-02,qqq,1,1.0,QQQ,0.5,-0.3725150299594193
0,2017-03-31,qqq,1,1.0,QQQ,0.5,-0.5685034039407122
0,2017-05-02,qqq,1,1.0,QQQ,0.5,-0.5444407486013159
0,2017-06-01,qqq,1,1.0,QQQ,0.5,-0.10799929229496907
0,2017-06-30,qqq,1,1.0,QQQ,0.5,-1.2421805624189597
0,2017-08-01,qqq,1,1.0,QQQ,0.5,-0.6825201564225614
0,2017-08-30,qqq,1,1.0,QQQ,0.5,-0.10848164671238836
0,2017-09-29,qqq,1,1.0,QQQ,0.5,-0.5280955548087607
0,2017-10-30,qqq,1,1.0,QQQ,0.5,-0.47147486229955904
0,2017-11-29,qqq,1,1.0,QQQ,0.5,-0.29246704947213376
0,2017-12-29,qqq,1,1.0,QQQ,0.5,0.11273408279364183
0,2018-01-31,qqq,1,1.0,QQQ,0.5,-0.5387397893466539
0,2018-03-02,qqq,1,1.0,QQQ,0.5,0.2875264244305731
0,2018-04-03,qqq,1,1.0,QQQ,0.5,1.2743325931696692
0,2018-05-02,qqq,1,1.0,QQQ,0.5,-0.2515364060137082
0,2018-06-01,qqq,1,1.0,QQQ,0.5,-0.177364025458826
0,2018-07-02,qqq,1,1.0,QQQ,0.5,-1.253818532989126
0,2018-08-01,qqq,1,1.0,QQQ,0.5,0.5326762856288303
0,2018-08-30,qqq,1,1.0,QQQ,0.5,-0.37254611222627965
0,2018-10-01,qqq,1,1.0,QQQ,0.5,-0.566704283523356
0,2018-10-30,qqq,1,1.0,,0.0,0.0
0,2018-11-29,qqq,1,1.0,,0.0,0.0
0,2019-01-02,qqq,1,1.0,,0.0,0.0
0,2019-02-01,qqq,1,1.0,,0.0,0.0
0,2019-03-05,qqq,1,1.0,QQQ,0.5,-0.8261700983790976
0,2019-04-03,qqq,1,1.0,QQQ,0.5,-0.5298252090502942
0,2019-05-03,qqq,1,1.0,QQQ,0.5,0.2673213312706757
0,2019-06-04,qqq,1,1.0,QQQ,0.5,-0.6012369734136103
0,2019-07-03,qqq,1,1.0,QQQ,0.5,-0.2579805556994219
0,2019-08-02,qqq,1,1.0,QQQ,0.5,-1.2261640797730622
0,2019-09-03,qqq,1,1.0,QQQ,0.5,-0.2624655793891373
0,2019-10-02,qqq,1,1.0,QQQ,0.5,0.051232322780325745
0,2019-10-31,qqq,1,1.0,QQQ,0.5,-0.26241689450758887
0,2019-12-02,qqq,1,1.0,QQQ,0.5,-0.20080981549935872
0,2020-01-02,qqq,1,1.0,QQQ,0.5,-0.2932851767006528
0,2020-02-03,qqq,1,1.0,QQQ,0.5,-0.047329439867527245
0,2020-03-04,qqq,1,1.0,QQQ,0.5,-0.7535331150057556
0,2020-04-02,qqq,1,1.0,,0.0,0.0
0,2020-05-04,qqq,1,1.0,QQQ,0.5,-0.44742686216137084
0,2020-06-03,qqq,1,1.0,QQQ,0.5,-0.7698155072555668
0,2020-07-02,qqq,1,1.0,QQQ,0.5,0.0722201571204284
0,2020-08-03,qqq,1,1.0,QQQ,0.5,-0.21764651487861109
0,2020-09-01,qqq,1,1.0,QQQ,0.5,-0.5823869754836286
0,2020-10-01,qqq,1,1.0,QQQ,0.5,-0.8041888891757054
0,2020-10-30,qqq,1,1.0,QQQ,0.5,-0.8380289283446141
0,2020-12-01,qqq,1,1.0,QQQ,0.5,-0.23546353048683466
0,2020-12-31,qqq,1,1.0,QQQ,0.5,-1.4086667551263976
0,2021-02-02,qqq,1,1.0,QQQ,0.5,-1.0138203460277273
0,2021-03-04,qqq,1,1.0,QQQ,0.5,-0.1941717532243259
0,2021-04-05,qqq,1,1.0,QQQ,0.5,-0.48404210718148155
0,2021-05-04,qqq,1,1.0,QQQ,0.5,-0.977265847526787
0,2021-06-03,qqq,1,1.0,QQQ,0.5,0.06187983262435637
0,2021-07-02,qqq,1,1.0,QQQ,0.5,-0.36936861546951194
0,2021-08-03,qqq,1,1.0,QQQ,0.5,-0.4205792608261594
0,2021-09-01,qqq,1,1.0,QQQ,0.5,-0.7009819977012777
0,2021-10-01,qqq,1,1.0,QQQ,0.5,-1.312151463325839
0,2021-11-01,qqq,1,1.0,QQQ,0.5,-0.20955845505501447
0,2021-12-01,qqq,1,1.0,QQQ,0.5,0.029848930462894607
0,2021-12-31,qqq,1,1.0,QQQ,0.5,-0.17125811383518208
0,2022-02-01,qqq,1,1.0,QQQ,0.5,-0.6675392778937583
0,2022-03-03,qqq,1,1.0,,0.0,0.0
0,2022-04-01,qqq,1,1.0,,0.0,0.0
0,2022-05-03,qqq,1,1.0,,0.0,0.0
0,2022-06-02,qqq,1,1.0,,0.0,0.0
0,2022-07-05,qqq,1,1.0,,0.0,0.0
0,2022-08-03,qqq,1,1.0,,0.0,0.0
0,2022-09-01,qqq,1,1.0,,0.0,0.0
0,2022-10-03,qqq,1,1.0,,0.0,0.0
0,2022-11-01,qqq,1,1.0,,0.0,0.0
0,2022-12-01,qqq,1,1.0,,0.0,0.0
0,2023-01-03,qqq,1,1.0,,0.0,0.0
0,2023-02-02,qqq,1,1.0,QQQ,0.5,-0.29621841058281584
0,2023-03-06,qqq,1,1.0,QQQ,0.5,-1.1128515851787535
0,2023-04-04,qqq,1,1.0,QQQ,0.5,-0.8367612848650507
0,2023-05-04,qqq,1,1.0,QQQ,0.5,0.18952765667976657
0,2023-06-05,qqq,1,1.0,QQQ,0.5,-0.4192656491842639
0,2023-07-06,qqq,1,1.0,QQQ,0.5,-0.6309669172752996
0,2023-08-04,qqq,1,1.0,QQQ,0.5,-0.3240660459101097
0,2023-09-05,qqq,1,1.0,QQQ,0.5,-0.8307841241173342
0,2023-10-04,qqq,1,1.0,QQQ,0.5,-0.6419973687968539
0,2023-11-02,qqq,1,1.0,QQQ,0.5,-0.09579361618191617
0,2023-12-04,qqq,1,1.0,QQQ,0.5,-0.12404562982831768
0,2024-01-04,qqq,1,1.0,QQQ,0.5,-0.4600546460768129
0,2024-02-05,qqq,1,1.0,QQQ,0.5,-0.7302688551070191
0,2024-03-06,qqq,1,1.0,QQQ,0.5,-0.15848510556278894
0,2024-04-05,qqq,1,1.0,QQQ,0.5,-0.5883506465897081
0,2024-05-06,qqq,1,1.0,QQQ,0.5,-0.5401972267012112
0,2024-06-05,qqq,1,1.0,QQQ,0.5,-0.5881535486127687
0,2024-07-08,qqq,1,1.0,QQQ,0.5,-0.6066652010370044
0,2024-08-06,qqq,1,1.0,QQQ,0.5,-1.796912709588916
0,2024-09-05,qqq,1,1.0,QQQ,0.5,-1.7492409509858753
0,2024-10-04,qqq,1,1.0,QQQ,0.5,-0.8330438705958843
0,2024-11-04,qqq,1,1.0,QQQ,0.5,-0.030516781926048786
0,2024-12-04,qqq,1,1.0,QQQ,0.5,-0.6394048757343618
0,2025-01-06,qqq,1,1.0,QQQ,0.5,-1.4779773651708572
0,2025-02-06,qqq,1,1.0,QQQ,0.5,-1.1716919402955717
0,2025-03-10,qqq,1,1.0,,0.0,0.0
0,2025-04-08,qqq,1,1.0,,0.0,0.0
0,2025-05-08,qqq,1,1.0,,0.0,0.0
0,2025-06-09,qqq,1,1.0,QQQ,0.5,-0.21419541930119967
0,2025-07-10,qqq,1,1.0,QQQ,0.5,-0.41698930687700253
0,2025-08-08,qqq,1,1.0,QQQ,0.5,-0.6560081592259404
0,2025-09-09,qqq,1,1.0,QQQ,0.5,-0.7553095341302885
0,2025-10-08,qqq,1,1.0,QQQ,0.5,-0.5606549288292628
0,2025-11-06,qqq,1,1.0,QQQ,0.5,-0.38114381830609556
0,2025-12-08,qqq,1,1.0,QQQ,0.5,-0.33542196519763534
0,2026-01-08,qqq,1,1.0,QQQ,0.5,-0.08008178171351465
0,2026-02-09,qqq,1,1.0,QQQ,0.5,-0.8064475801059623
0,2026-03-11,qqq,1,1.0,QQQ,0.5,-0.9492074361203029
0,2026-04-10,qqq,1,1.0,QQQ,0.5,0.14494733305030483
0,2026-05-11,qqq,1,1.0,QQQ,0.5,-0.5660101828227404
0,2026-06-10,qqq,1,1.0,QQQ,0.5,0.7646680980998743
0,2026-07-13,qqq,1,1.0,QQQ,0.5,-0.5339384581259154
0,2016-06-30,high,3,0.2,ADP BSX CB CVX DHR,0.5,6.3334407172524365
0,2016-08-01,high,3,0.2,AMZN BLK BSX DHR GOOGL,0.5,-0.23572924758781255
0,2016-08-30,high,3,0.2,APD BLK BRK-B JPM LHX,0.5,0.16750124895332785
0,2016-09-29,high,3,0.2,ACN AMZN BKNG CAT NVDA,0.5,-0.27544091414964944
0,2016-10-28,high,3,0.2,MA NOC TER JPM DE,0.5,-0.639567951133202
0,2016-11-29,high,3,0.2,ACN ADP AMAT GD HPE,0.5,-0.6152676573353388
0,2016-12-29,high,3,0.2,ADP T DE CB ZTS,0.5,0.20339528108168636
0,2017-01-31,high,3,0.2,DHR GEN HUBB NOW ZTS,0.5,0.28236842534299367
0,2017-03-02,high,3,0.2,ABT ALB AVGO BKNG CGNX,0.5,0.07919816177457406
0,2017-03-31,high,3,0.2,ADBE AMZN CGNX DIS FTNT,0.5,-0.3634247915484279
0,2017-05-02,high,3,0.2,AAPL ABBNY ABBV AMAT ANET,0.5,0.6225127077734482
0,2017-06-01,high,3,0.2,ABBNY ABT ACN AMAT ANET,0.5,0.45151697190048967
0,2017-06-30,high,3,0.2,AXP DHI PHM CAT C,0.5,-0.3070123156100335
0,2017-08-01,high,3,0.2,ACN APD C CB CGNX,0.5,-0.5825853675845427
0,2017-08-30,high,3,0.2,AAPL ADBE ANET BMY CAT,0.5,-0.3337181007434742
0,2017-09-29,high,3,0.2,ALB AMAT ASML AVAV AXP,0.5,-0.012251720033329416
0,2017-10-30,high,3,0.2,AAPL ACN AMZN ANET AVGO,0.5,-1.134354038923402
0,2017-11-29,high,3,0.2,AXP BAC BLK BRK-B CI,0.5,0.6969079152062907
0,2017-12-29,high,3,0.2,ABBNY APD LOW PEP RIO,0.5,0.19216254774216956
0,2018-01-31,high,3,0.2,ADP AMZN CB CRM FTNT,0.5,-2.633584787863974
0,2018-03-02,high,3,0.2,CRM CRSP NFLX NOW PANW,0.5,2.224910485992382
0,2018-04-03,high,3,0.2,RUN COP NEE LHX MPC,0.5,-0.2761711121479715
0,2018-05-02,high,3,0.2,CCJ MA OKTA PANW VLO,0.5,0.9396784446870532
0,2018-06-01,high,3,0.2,AAPL ADBE ADP AMZN FTNT,0.5,0.6948353334152557
0,2018-07-02,high,3,0.2,CRM DELL NEE RUN AVAV,0.5,0.9443846885617058
0,2018-08-01,high,3,0.2,AAPL MDT PFE LLY PLD,0.5,1.2513196750196132
0,2018-08-30,high,3,0.2,AAPL AMGN AMZN COP COST,0.5,-0.02531366346356645
0,2018-10-01,high,3,0.2,ABT ADBE ADP BSX COP,0.5,-1.3291672346510186
0,2018-10-30,high,3,0.2,,0.0,0.0
0,2018-11-29,high,3,0.2,,0.0,0.0
0,2019-01-02,high,3,0.2,,0.0,0.0
0,2019-02-01,high,3,0.2,,0.0,0.0
0,2019-03-05,high,3,0.2,MRK NEE SBUX ZTS LLY,0.5,-1.1486750260654044
0,2019-04-03,high,3,0.2,ACN ANET APD DELL INTU,0.5,-0.2783913211477751
0,2019-05-03,high,3,0.2,APD AXP DELL DHR ENPH,0.5,0.08822520181501758
0,2019-06-04,high,3,0.2,AON APD KO KTOS LHX,0.5,1.2022733583668455
0,2019-07-03,high,3,0.2,ABT ACN ADBE AON APD,0.5,-0.24918658828106954
0,2019-08-02,high,3,0.2,SO ZTS DHI NEE T,0.5,0.868354448362707
0,2019-09-03,high,3,0.2,DUK KLAC KO LMT MLM,0.5,-0.3853329782832815
0,2019-10-02,high,3,0.2,LEN PHM SO DUK NEE,0.5,0.7602926120503506
0,2019-10-31,high,3,0.2,AMGN BMY MRK NEE SO,0.5,-1.5366200161406107
0,2019-12-02,high,3,0.2,BAC JPM AMGN DHR MRK,0.5,0.7799832563143427
0,2020-01-02,high,3,0.2,AAPL ABBNY ADBE AMAT AMD,0.5,0.3596240030389941
0,2020-02-03,high,3,0.2,ADBE AON DUK MSFT NOW,0.5,0.30326215400140466
0,2020-03-04,high,3,0.2,GILD NEE NVR DUK ZTS,0.5,-3.1117954090410738
0,2020-04-02,high,3,0.2,,0.0,0.0
0,2020-05-04,high,3,0.2,OKTA MRNA VRTX GILD TMO,0.5,1.5082856656375432
0,2020-06-03,high,3,0.2,ASML DHR KLAC LOW NKE,0.5,0.4893695354440508
0,2020-07-02,high,3,0.2,ADBE AMGN AMZN ASML CRSP,0.5,2.0359448999775376
0,2020-08-03,high,3,0.2,AAPL ACN CGNX COST CRM,0.5,1.298544943741442
0,2020-09-01,high,3,0.2,AAPL ALB AMD AMZN APD,0.5,-3.6587028461419036
0,2020-10-01,high,3,0.2,DDOG DHI ENPH LEN PACB,0.5,2.1997318683178335
0,2020-10-30,high,3,0.2,SQM PWR TMO NEE DHR,0.5,0.7055478319615949
0,2020-12-01,high,3,0.2,ACN AMAT ASML AVGO BLK,0.5,1.0675227123876585
0,2020-12-31,high,3,0.2,ABBNY AVGO BLK DIS GS,0.5,0.528548533767581
0,2021-02-02,high,3,0.2,AVGO FTNT GOOGL MSTR NOW,0.5,1.4721059052393848
0,2021-03-04,high,3,0.2,AXP BAC MPC SCHW EMR,0.5,-0.9869743208709925
0,2021-04-05,high,3,0.2,ABBNY ACN ADP AMAT AON,0.5,-0.4022503118919607
0,2021-05-04,high,3,0.2,AON BLK BRK-B CAT CI,0.5,1.1428381023196765
0,2021-06-03,high,3,0.2,ANET AXP BAC COP EMR,0.5,0.34990149019924477
0,2021-07-02,high,3,0.2,ACN ADBE ADP BLK BMY,0.5,-0.018125822133563396
0,2021-08-03,high,3,0.2,ABBNY ADP ALB AMD AON,0.5,0.25680380872319386
0,2021-09-01,high,3,0.2,ABT ACN ALB AON ASML,0.5,0.05380349414003671
0,2021-10-01,high,3,0.2,COP DELL JPM MPC MRK,0.5,-0.41470619276728904
0,2021-11-01,high,3,0.2,ABT ALB AMD COST CRM,0.5,2.1610635888908103
0,2021-12-01,high,3,0.2,LRCX NVR PFE AAPL NEE,0.5,0.15391277119507496
0,2021-12-31,high,3,0.2,ITW LIN MDLZ NEE PEP,0.5,-0.17556972363979018
0,2022-02-01,high,3,0.2,COP EOG OXY UPS VLO,0.5,0.5064667523727362
0,2022-03-03,high,3,0.2,,0.0,0.0
0,2022-04-01,high,3,0.2,,0.0,0.0
0,2022-05-03,high,3,0.2,,0.0,0.0
0,2022-06-02,high,3,0.2,,0.0,0.0
0,2022-07-05,high,3,0.2,,0.0,0.0
0,2022-08-03,high,3,0.2,,0.0,0.0
0,2022-09-01,high,3,0.2,,0.0,0.0
0,2022-10-03,high,3,0.2,,0.0,0.0
0,2022-11-01,high,3,0.2,,0.0,0.0
0,2022-12-01,high,3,0.2,,0.0,0.0
0,2023-01-03,high,3,0.2,,0.0,0.0
0,2023-02-02,high,3,0.2,BSX DHI NUE SYK URI,0.5,-0.7413479365220188
0,2023-03-06,high,3,0.2,AVGO FSLR PGR PWR ROK,0.5,-1.0279739851378533
0,2023-04-04,high,3,0.2,BSX MCD MDLZ ORCL SYK,0.5,-0.024374918092573417
0,2023-05-04,high,3,0.2,BIIB PEP VRTX MDLZ MSFT,0.5,0.06447203886259523
0,2023-06-05,high,3,0.2,CCJ FTNT ISRG LLY MLM,0.5,-0.5045865674720207
0,2023-07-06,high,3,0.2,VST BRK-B V MA MSTR,0.5,1.2827586148308923
0,2023-08-04,high,3,0.2,BKNG CEG MPC VRT VST,0.5,1.2110255862935793
0,2023-09-05,high,3,0.2,ADBE ANET IBM INTU LLY,0.5,0.3700639754524948
0,2023-10-04,high,3,0.2,COST GOOGL WMT VRTX LIN,0.5,-0.43747678060647166
0,2023-11-02,high,3,0.2,ANET CCJ CEG KTOS VRTX,0.5,-0.48030417052077334
0,2023-12-04,high,3,0.2,AVAV CCJ COIN COST CRWD,0.5,-1.4239962551187646
0,2024-01-04,high,3,0.2,AMGN BSX C JPM VRTX,0.5,0.27615806483758387
0,2024-02-05,high,3,0.2,ABBV ASML BKNG BRK-B CAT,0.5,1.0615085453572703
0,2024-03-06,high,3,0.2,ABBV ABNB AMAT AMD ASML,0.5,-2.101131768231357
0,2024-04-05,high,3,0.2,AMZN CAT CEG COP DELL,0.5,-1.318328695657145
0,2024-05-06,high,3,0.2,CCJ CEG DUK GS MS,0.5,1.6680010068604423
0,2024-06-05,high,3,0.2,AMAT AVAV COST DHR GEN,0.5,-0.13643321997934832
0,2024-07-08,high,3,0.2,AAPL ANET ASML C KLAC,0.5,-0.6903551615329295
0,2024-08-06,high,3,0.2,DUK PG LMT T KO,0.5,0.4278526904876845
0,2024-09-05,high,3,0.2,SO SPGI T DUK PG,0.5,0.5837712953770113
0,2024-10-04,high,3,0.2,ADP ANET AXP BSX CAT,0.5,0.5370582076131392
0,2024-11-04,high,3,0.2,BKNG GILD ILMN V NOW,0.5,2.6490404508890952
0,2024-12-04,high,3,0.2,AAPL AMZN BKNG C COIN,0.5,-0.7502958379376756
0,2025-01-06,high,3,0.2,ANET C GOOGL IONQ KTOS,0.5,-4.998671322309123
0,2025-02-06,high,3,0.2,ADP BAC BSX C COST,0.5,-0.39948726770822063
0,2025-03-10,high,3,0.2,,0.0,0.0
0,2025-04-08,high,3,0.2,,0.0,0.0
0,2025-05-08,high,3,0.2,,0.0,0.0
0,2025-06-09,high,3,0.2,IBM KTOS LEU MP MSFT,0.5,1.4725361872837794
0,2025-07-10,high,3,0.2,BLK COIN EMR GEV HOOD,0.5,-0.027256873628511702
0,2025-08-08,high,3,0.2,AVGO BLK GILD HOOD JNJ,0.5,-0.17471671358715302
0,2025-09-09,high,3,0.2,C GOOGL GS HOOD MDT,0.5,-0.08588934533271253
